epoch,iters,time,data_time,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B,G_Lc
122,40336,0.053,0.003,0.128,0.459,0.346,0.093,0.187,0.44,0.273,0.14,0.093
122,40736,0.047,0.004,0.187,0.369,0.358,0.116,0.193,0.315,0.304,0.107,0.091
122,41136,0.048,0.003,0.162,0.433,0.257,0.075,0.171,0.338,0.198,0.071,0.074
122,41536,0.052,0.003,0.157,0.478,0.315,0.084,0.185,0.39,0.239,0.105,0.096
122,41936,0.049,0.004,0.21,0.438,0.187,0.054,0.212,0.362,0.148,0.159,0.181
123,352,0.053,0.003,0.165,0.428,0.229,0.073,0.196,0.404,0.192,0.096,0.072
123,752,0.053,0.003,0.166,0.449,0.275,0.079,0.172,0.394,0.209,0.132,0.199
123,1152,0.05,0.003,0.179,0.351,0.221,0.071,0.213,0.363,0.186,0.131,0.195
123,1552,0.048,0.003,0.132,0.591,0.253,0.073,0.114,0.509,0.21,0.158,0.216
123,1952,0.052,0.004,0.172,0.481,0.322,0.096,0.184,0.373,0.267,0.139,0.15
123,2352,0.049,0.003,0.215,0.369,0.309,0.088,0.209,0.361,0.257,0.132,0.184
123,2752,0.054,0.003,0.197,0.454,0.237,0.079,0.198,0.407,0.215,0.073,0.083
123,3152,0.047,0.004,0.178,0.458,0.214,0.058,0.201,0.316,0.17,0.171,0.19
123,3552,0.048,0.004,0.179,0.645,0.279,0.083,0.161,0.47,0.224,0.162,0.058
123,3952,0.052,0.004,0.153,0.444,0.282,0.077,0.156,0.348,0.241,0.139,0.076
123,4352,0.047,0.003,0.145,0.521,0.285,0.101,0.219,0.425,0.268,0.112,0.089
123,4752,0.048,0.003,0.159,0.304,0.269,0.078,0.201,0.34,0.228,0.116,0.077
123,5152,0.053,0.004,0.164,0.504,0.261,0.069,0.176,0.413,0.215,0.106,0.075
123,5552,0.048,0.004,0.189,0.372,0.299,0.089,0.227,0.296,0.254,0.086,0.084
123,5952,0.048,0.004,0.147,0.489,0.262,0.073,0.191,0.423,0.218,0.112,0.107
123,6352,0.054,0.003,0.127,0.535,0.308,0.084,0.185,0.338,0.231,0.114,0.083
123,6752,0.048,0.003,0.162,0.479,0.273,0.068,0.241,0.48,0.205,0.138,0.063
123,7152,0.048,0.003,0.154,0.497,0.261,0.075,0.189,0.308,0.23,0.107,0.05
123,7552,0.053,0.004,0.156,0.387,0.273,0.086,0.21,0.368,0.211,0.1,0.066
123,7952,0.048,0.003,0.151,0.552,0.263,0.077,0.202,0.389,0.215,0.135,0.058
123,8352,0.048,0.003,0.142,0.487,0.259,0.075,0.177,0.43,0.213,0.132,0.063
123,8752,0.052,0.003,0.178,0.558,0.28,0.075,0.195,0.443,0.229,0.151,0.089
123,9152,0.053,0.004,0.122,0.405,0.298,0.093,0.161,0.349,0.257,0.123,0.114
123,9552,0.047,0.003,0.195,0.458,0.291,0.078,0.223,0.441,0.231,0.141,0.106
123,9952,0.054,0.003,0.168,0.431,0.285,0.089,0.216,0.336,0.229,0.096,0.096
123,10352,0.05,0.003,0.193,0.409,0.239,0.077,0.208,0.388,0.253,0.077,0.077
123,10752,0.049,0.003,0.167,0.432,0.256,0.093,0.212,0.338,0.256,0.095,0.088
123,11152,0.053,0.003,0.198,0.338,0.366,0.114,0.208,0.424,0.3,0.096,0.091
123,11552,0.048,0.004,0.207,0.554,0.284,0.09,0.207,0.366,0.251,0.115,0.201
123,11952,0.057,0.003,0.158,0.281,0.274,0.08,0.181,0.405,0.224,0.081,0.081
123,12352,0.048,0.003,0.187,0.412,0.248,0.076,0.231,0.333,0.204,0.079,0.055
123,12752,0.05,0.003,0.214,0.518,0.291,0.086,0.215,0.41,0.23,0.139,0.105
123,13152,0.054,0.003,0.149,0.411,0.327,0.11,0.171,0.355,0.277,0.146,0.102
123,13552,0.047,0.003,0.172,0.579,0.319,0.093,0.229,0.433,0.248,0.14,0.103
123,13952,0.048,0.004,0.186,0.562,0.353,0.117,0.222,0.312,0.304,0.125,0.134
123,14352,0.053,0.004,0.148,0.351,0.329,0.086,0.212,0.439,0.265,0.143,0.117
123,14752,0.049,0.004,0.143,0.697,0.287,0.081,0.183,0.349,0.22,0.128,0.109
123,15152,0.048,0.003,0.209,0.319,0.313,0.095,0.245,0.382,0.268,0.112,0.086
123,15552,0.052,0.004,0.17,0.518,0.349,0.1,0.205,0.298,0.268,0.092,0.081
123,15952,0.049,0.003,0.193,0.447,0.293,0.081,0.209,0.401,0.231,0.133,0.13
123,16352,0.047,0.005,0.164,0.54,0.34,0.094,0.183,0.381,0.262,0.132,0.117
123,16752,0.057,0.003,0.177,0.433,0.333,0.087,0.212,0.459,0.243,0.129,0.125
123,17152,0.048,0.003,0.187,0.34,0.254,0.073,0.186,0.32,0.209,0.124,0.125
123,17552,0.047,0.003,0.198,0.549,0.293,0.076,0.216,0.394,0.205,0.153,0.12
123,17952,0.053,0.004,0.177,0.316,0.33,0.095,0.221,0.298,0.267,0.124,0.102
123,18352,0.048,0.004,0.189,0.486,0.276,0.082,0.204,0.368,0.215,0.107,0.094
123,18752,0.047,0.003,0.183,0.326,0.338,0.088,0.207,0.346,0.236,0.125,0.159
123,19152,0.054,0.003,0.168,0.58,0.346,0.101,0.171,0.467,0.265,0.123,0.132
123,19552,0.047,0.004,0.293,0.305,0.298,0.072,0.23,0.315,0.209,0.096,0.089
123,19952,0.05,0.004,0.161,0.435,0.252,0.073,0.197,0.436,0.185,0.072,0.111
123,20352,0.054,0.004,0.173,0.309,0.328,0.064,0.184,0.296,0.195,0.13,0.169
123,20752,0.047,0.003,0.224,0.398,0.322,0.09,0.237,0.473,0.222,0.093,0.119
123,21152,0.053,0.004,0.196,0.384,0.29,0.089,0.2,0.364,0.244,0.066,0.067
123,21552,0.047,0.003,0.167,0.463,0.35,0.105,0.18,0.342,0.277,0.115,0.099
123,21952,0.049,0.003,0.21,0.484,0.349,0.11,0.224,0.334,0.308,0.115,0.095
123,22352,0.053,0.003,0.161,0.375,0.248,0.08,0.181,0.339,0.207,0.093,0.069
123,22752,0.047,0.003,0.215,0.494,0.224,0.064,0.208,0.404,0.201,0.096,0.08
123,23152,0.051,0.003,0.206,0.432,0.278,0.101,0.186,0.356,0.254,0.1,0.097
123,23552,0.053,0.004,0.192,0.397,0.276,0.073,0.222,0.465,0.207,0.119,0.1
123,23952,0.048,0.004,0.141,0.479,0.308,0.082,0.165,0.354,0.246,0.123,0.1
123,24352,0.048,0.004,0.136,0.435,0.286,0.09,0.143,0.336,0.265,0.067,0.065
123,24752,0.055,0.003,0.127,0.422,0.277,0.068,0.175,0.41,0.212,0.145,0.169
123,25152,0.052,0.004,0.151,0.505,0.247,0.098,0.191,0.396,0.232,0.152,0.204
123,25552,0.051,0.004,0.149,0.408,0.221,0.065,0.182,0.42,0.185,0.132,0.176
123,25952,0.052,0.004,0.183,0.556,0.276,0.082,0.186,0.467,0.232,0.137,0.22
123,26352,0.047,0.003,0.139,0.411,0.278,0.081,0.179,0.3,0.23,0.088,0.084
123,26752,0.047,0.004,0.148,0.452,0.25,0.071,0.16,0.445,0.213,0.123,0.091
123,27152,0.052,0.004,0.162,0.442,0.249,0.065,0.187,0.318,0.209,0.095,0.083
123,27552,0.047,0.003,0.193,0.426,0.29,0.081,0.22,0.419,0.233,0.114,0.092
123,27952,0.051,0.003,0.158,0.468,0.315,0.099,0.188,0.302,0.267,0.08,0.064
123,28352,0.052,0.004,0.158,0.436,0.293,0.097,0.186,0.411,0.248,0.092,0.094
123,28752,0.051,0.003,0.159,0.412,0.279,0.082,0.195,0.36,0.218,0.101,0.082
123,29152,0.048,0.004,0.161,0.476,0.318,0.098,0.195,0.374,0.264,0.103,0.095
123,29552,0.052,0.003,0.137,0.431,0.245,0.07,0.187,0.308,0.21,0.112,0.108
123,29952,0.053,0.003,0.141,0.512,0.315,0.083,0.177,0.413,0.259,0.13,0.124
123,30352,0.059,0.004,0.223,0.439,0.3,0.071,0.222,0.443,0.222,0.119,0.129
123,30752,0.049,0.005,0.188,0.43,0.299,0.082,0.221,0.31,0.248,0.096,0.113
123,31152,0.048,0.003,0.156,0.475,0.266,0.068,0.164,0.43,0.196,0.116,0.108
123,31552,0.052,0.003,0.171,0.475,0.286,0.079,0.143,0.477,0.22,0.1,0.132
123,31952,0.049,0.004,0.158,0.466,0.299,0.074,0.16,0.475,0.22,0.13,0.11
123,32352,0.053,0.004,0.235,0.466,0.235,0.057,0.235,0.434,0.171,0.113,0.073
123,32752,0.053,0.003,0.185,0.545,0.339,0.077,0.194,0.376,0.234,0.117,0.08
123,33152,0.047,0.004,0.12,0.481,0.312,0.077,0.131,0.51,0.225,0.084,0.095
123,33552,0.048,0.003,0.19,0.441,0.303,0.088,0.196,0.365,0.228,0.086,0.097
123,33952,0.055,0.003,0.172,0.428,0.308,0.08,0.176,0.609,0.206,0.074,0.106
123,34352,0.048,0.004,0.145,0.446,0.276,0.074,0.167,0.476,0.201,0.089,0.133
123,34752,0.053,0.004,0.154,0.43,0.268,0.067,0.169,0.506,0.177,0.076,0.162
123,35152,0.053,0.004,0.195,0.463,0.37,0.101,0.181,0.474,0.272,0.088,0.147
123,35552,0.047,0.003,0.174,0.403,0.3,0.092,0.167,0.39,0.248,0.098,0.161
123,35952,0.049,0.004,0.166,0.512,0.251,0.063,0.178,0.499,0.166,0.088,0.259
123,36352,0.054,0.003,0.182,0.412,0.288,0.084,0.199,0.308,0.227,0.098,0.135
123,36752,0.049,0.003,0.171,0.45,0.29,0.084,0.221,0.48,0.212,0.107,0.098
123,37152,0.047,0.003,0.176,0.41,0.284,0.077,0.194,0.406,0.206,0.094,0.101
123,37552,0.054,0.004,0.177,0.374,0.301,0.09,0.194,0.414,0.237,0.092,0.062
123,37952,0.048,0.003,0.205,0.494,0.32,0.074,0.219,0.358,0.22,0.127,0.117
123,38352,0.048,0.003,0.174,0.366,0.265,0.078,0.207,0.36,0.215,0.097,0.072
123,38752,0.053,0.005,0.114,0.58,0.316,0.098,0.155,0.493,0.251,0.131,0.12
123,39152,0.048,0.005,0.158,0.42,0.284,0.094,0.167,0.29,0.275,0.1,0.089
123,39552,0.058,0.004,0.154,0.352,0.298,0.098,0.19,0.371,0.272,0.102,0.066
123,39952,0.047,0.003,0.137,0.531,0.326,0.094,0.197,0.383,0.25,0.138,0.148
123,40352,0.047,0.003,0.151,0.507,0.269,0.072,0.146,0.521,0.202,0.139,0.163
123,40752,0.055,0.003,0.17,0.467,0.245,0.061,0.193,0.365,0.184,0.139,0.256
123,41152,0.047,0.004,0.146,0.469,0.348,0.075,0.192,0.471,0.23,0.113,0.123
123,41552,0.049,0.004,0.152,0.402,0.258,0.077,0.159,0.343,0.219,0.112,0.072
123,41952,0.052,0.004,0.215,0.46,0.307,0.083,0.182,0.41,0.223,0.107,0.064
124,368,0.048,0.003,0.154,0.493,0.271,0.072,0.177,0.401,0.21,0.15,0.091
124,768,0.047,0.003,0.151,0.487,0.287,0.079,0.152,0.374,0.235,0.131,0.083
124,1168,0.054,0.003,0.116,0.47,0.276,0.092,0.169,0.385,0.229,0.12,0.099
124,1568,0.048,0.003,0.189,0.523,0.326,0.105,0.229,0.379,0.299,0.113,0.103
124,1968,0.048,0.003,0.149,0.394,0.277,0.081,0.209,0.328,0.249,0.113,0.075
124,2368,0.05,0.003,0.171,0.475,0.274,0.077,0.19,0.43,0.223,0.112,0.122
124,2768,0.048,0.003,0.156,0.421,0.315,0.092,0.179,0.362,0.258,0.1,0.115
124,3168,0.048,0.003,0.165,0.497,0.322,0.096,0.2,0.328,0.274,0.088,0.098
124,3568,0.054,0.003,0.199,0.325,0.261,0.074,0.195,0.419,0.234,0.13,0.122
124,3968,0.05,0.003,0.141,0.472,0.197,0.058,0.182,0.358,0.189,0.107,0.141
124,4368,0.048,0.003,0.218,0.38,0.184,0.056,0.239,0.407,0.158,0.186,0.2
124,4768,0.052,0.003,0.172,0.395,0.226,0.064,0.232,0.328,0.188,0.113,0.128
124,5168,0.045,0.003,0.154,0.508,0.216,0.069,0.18,0.36,0.191,0.092,0.129
124,5568,0.054,0.003,0.2,0.272,0.312,0.09,0.231,0.335,0.24,0.12,0.139
124,5968,0.047,0.003,0.167,0.489,0.292,0.069,0.191,0.363,0.214,0.173,0.21
124,6368,0.05,0.003,0.177,0.388,0.282,0.08,0.194,0.379,0.222,0.116,0.116
124,6768,0.055,0.003,0.21,0.446,0.299,0.083,0.218,0.394,0.235,0.096,0.07
124,7168,0.05,0.003,0.215,0.378,0.331,0.081,0.211,0.377,0.254,0.131,0.082
124,7568,0.048,0.003,0.191,0.461,0.327,0.093,0.198,0.325,0.243,0.099,0.103
124,7968,0.056,0.003,0.189,0.441,0.208,0.061,0.195,0.312,0.183,0.12,0.078
124,8368,0.049,0.003,0.174,0.439,0.313,0.077,0.21,0.447,0.23,0.156,0.112
124,8768,0.048,0.003,0.167,0.452,0.245,0.056,0.169,0.412,0.178,0.177,0.122
124,9168,0.053,0.004,0.16,0.357,0.324,0.087,0.221,0.314,0.245,0.115,0.118
124,9568,0.047,0.003,0.141,0.463,0.306,0.078,0.161,0.464,0.2,0.101,0.134
124,9968,0.047,0.004,0.171,0.415,0.31,0.085,0.178,0.426,0.234,0.111,0.122
124,10368,0.054,0.003,0.17,0.446,0.247,0.074,0.169,0.391,0.198,0.153,0.16
124,10768,0.052,0.004,0.161,0.309,0.2,0.064,0.208,0.425,0.185,0.085,0.068
124,11168,0.048,0.003,0.166,0.478,0.238,0.07,0.199,0.341,0.199,0.124,0.098
124,11568,0.054,0.003,0.166,0.531,0.284,0.083,0.186,0.443,0.232,0.115,0.077
124,11968,0.047,0.004,0.176,0.597,0.274,0.084,0.197,0.351,0.236,0.121,0.078
124,12368,0.049,0.004,0.143,0.343,0.24,0.076,0.231,0.492,0.204,0.089,0.057
124,12768,0.057,0.003,0.149,0.425,0.287,0.094,0.201,0.342,0.269,0.114,0.087
124,13168,0.047,0.004,0.169,0.597,0.256,0.065,0.2,0.459,0.193,0.21,0.082
124,13568,0.054,0.003,0.144,0.54,0.283,0.085,0.208,0.333,0.233,0.14,0.071
124,13968,0.052,0.003,0.167,0.602,0.288,0.072,0.191,0.455,0.219,0.165,0.094
124,14368,0.049,0.004,0.192,0.378,0.229,0.085,0.227,0.29,0.212,0.117,0.067
124,14768,0.053,0.004,0.156,0.419,0.257,0.08,0.185,0.452,0.234,0.083,0.064
124,15168,0.047,0.003,0.134,0.465,0.281,0.091,0.168,0.337,0.238,0.119,0.101
124,15568,0.053,0.004,0.135,0.525,0.275,0.081,0.192,0.447,0.248,0.09,0.063
124,15968,0.058,0.005,0.172,0.357,0.287,0.09,0.214,0.321,0.259,0.103,0.075
124,16368,0.048,0.003,0.125,0.568,0.275,0.073,0.214,0.388,0.208,0.137,0.116
124,16768,0.048,0.003,0.142,0.524,0.266,0.083,0.197,0.385,0.227,0.152,0.108
124,17168,0.054,0.003,0.101,0.475,0.217,0.068,0.141,0.433,0.203,0.083,0.067
124,17568,0.047,0.004,0.181,0.463,0.259,0.08,0.197,0.326,0.236,0.152,0.084
124,17968,0.049,0.004,0.124,0.472,0.263,0.084,0.137,0.484,0.217,0.121,0.105
124,18368,0.057,0.004,0.164,0.503,0.259,0.069,0.216,0.357,0.218,0.135,0.095
124,18768,0.048,0.003,0.155,0.419,0.242,0.061,0.229,0.355,0.18,0.124,0.086
124,19168,0.052,0.003,0.204,0.298,0.35,0.114,0.217,0.423,0.297,0.09,0.071
124,19568,0.058,0.005,0.159,0.655,0.297,0.084,0.204,0.368,0.247,0.119,0.092
124,19968,0.049,0.003,0.205,0.329,0.289,0.083,0.181,0.33,0.222,0.113,0.142
124,20368,0.052,0.004,0.158,0.511,0.256,0.064,0.185,0.439,0.207,0.162,0.165
124,20768,0.058,0.004,0.166,0.489,0.277,0.086,0.191,0.354,0.247,0.088,0.119
124,21168,0.048,0.005,0.214,0.417,0.299,0.078,0.18,0.387,0.238,0.131,0.163
124,21568,0.054,0.003,0.167,0.451,0.299,0.087,0.211,0.333,0.227,0.122,0.2
124,21968,0.048,0.003,0.205,0.386,0.253,0.068,0.232,0.419,0.215,0.105,0.115
124,22368,0.047,0.004,0.182,0.457,0.275,0.095,0.23,0.317,0.236,0.091,0.1
124,22768,0.058,0.003,0.183,0.478,0.222,0.058,0.194,0.391,0.174,0.111,0.071
124,23168,0.047,0.004,0.139,0.512,0.308,0.096,0.198,0.355,0.27,0.135,0.074
124,23568,0.051,0.004,0.205,0.453,0.183,0.061,0.201,0.383,0.164,0.137,0.097
124,23968,0.052,0.004,0.145,0.416,0.32,0.092,0.185,0.47,0.262,0.101,0.113
124,24368,0.05,0.003,0.151,0.404,0.265,0.072,0.191,0.335,0.21,0.117,0.125
124,24768,0.048,0.003,0.178,0.479,0.24,0.065,0.224,0.493,0.187,0.123,0.182
124,25168,0.054,0.004,0.186,0.51,0.224,0.064,0.196,0.415,0.196,0.116,0.134
124,25568,0.047,0.003,0.169,0.518,0.301,0.084,0.192,0.395,0.25,0.154,0.079
124,25968,0.05,0.003,0.174,0.424,0.292,0.079,0.181,0.352,0.219,0.084,0.08
124,26368,0.053,0.003,0.152,0.417,0.283,0.075,0.19,0.457,0.219,0.124,0.091
124,26768,0.049,0.003,0.177,0.403,0.317,0.095,0.253,0.302,0.255,0.087,0.078
124,27168,0.047,0.003,0.2,0.498,0.278,0.06,0.224,0.422,0.182,0.135,0.144
124,27568,0.054,0.004,0.152,0.469,0.322,0.084,0.16,0.333,0.235,0.126,0.129
124,27968,0.047,0.003,0.16,0.388,0.36,0.068,0.185,0.403,0.202,0.161,0.172
124,28368,0.048,0.003,0.234,0.525,0.347,0.087,0.245,0.393,0.237,0.125,0.153
124,28768,0.055,0.004,0.245,0.338,0.297,0.108,0.201,0.385,0.26,0.078,0.088
124,29168,0.048,0.003,0.215,0.287,0.35,0.079,0.225,0.338,0.221,0.128,0.196
124,29568,0.058,0.004,0.197,0.296,0.343,0.07,0.217,0.442,0.212,0.094,0.126
124,29968,0.049,0.003,0.224,0.417,0.285,0.094,0.198,0.366,0.239,0.092,0.096
124,30368,0.049,0.004,0.2,0.402,0.3,0.083,0.179,0.354,0.235,0.107,0.115
124,30768,0.053,0.004,0.168,0.505,0.325,0.081,0.183,0.394,0.237,0.16,0.118
124,31168,0.049,0.004,0.2,0.439,0.262,0.068,0.204,0.412,0.181,0.15,0.084
124,31568,0.047,0.003,0.135,0.412,0.283,0.08,0.16,0.438,0.232,0.13,0.121
124,31968,0.052,0.003,0.199,0.496,0.25,0.076,0.189,0.395,0.219,0.144,0.117
124,32368,0.052,0.004,0.149,0.452,0.235,0.067,0.176,0.435,0.203,0.12,0.12
124,32768,0.048,0.003,0.211,0.471,0.292,0.095,0.275,0.407,0.272,0.132,0.107
124,33168,0.053,0.005,0.141,0.415,0.297,0.081,0.195,0.373,0.236,0.126,0.141
124,33568,0.047,0.004,0.205,0.539,0.243,0.064,0.207,0.452,0.197,0.111,0.15
124,33968,0.049,0.004,0.183,0.385,0.271,0.076,0.226,0.356,0.214,0.097,0.113
124,34368,0.054,0.004,0.141,0.411,0.239,0.067,0.158,0.48,0.219,0.156,0.209
124,34768,0.049,0.004,0.163,0.562,0.301,0.087,0.199,0.333,0.247,0.095,0.107
124,35168,0.049,0.003,0.153,0.426,0.251,0.078,0.17,0.48,0.232,0.137,0.157
124,35568,0.053,0.003,0.144,0.522,0.287,0.078,0.199,0.329,0.221,0.127,0.078
124,35968,0.051,0.003,0.146,0.361,0.26,0.073,0.204,0.508,0.209,0.09,0.077
124,36368,0.049,0.003,0.163,0.466,0.23,0.064,0.172,0.326,0.21,0.113,0.101
124,36768,0.054,0.003,0.22,0.282,0.304,0.096,0.238,0.42,0.245,0.079,0.061
124,37168,0.048,0.003,0.172,0.48,0.268,0.078,0.202,0.354,0.224,0.116,0.12
124,37568,0.047,0.003,0.16,0.341,0.296,0.081,0.194,0.392,0.234,0.105,0.14
124,37968,0.058,0.003,0.134,0.558,0.221,0.061,0.153,0.43,0.172,0.111,0.157
124,38368,0.047,0.004,0.154,0.486,0.444,0.171,0.174,0.303,0.35,0.098,0.169
124,38768,0.053,0.005,0.186,0.357,0.225,0.059,0.225,0.409,0.179,0.163,0.196
124,39168,0.048,0.005,0.203,0.547,0.277,0.086,0.185,0.409,0.206,0.109,0.144
124,39568,0.053,0.004,0.185,0.369,0.241,0.074,0.2,0.409,0.187,0.106,0.149
124,39968,0.052,0.003,0.161,0.536,0.307,0.078,0.2,0.382,0.218,0.121,0.135
124,40368,0.048,0.004,0.147,0.415,0.247,0.066,0.175,0.424,0.196,0.114,0.066
124,40768,0.048,0.004,0.172,0.464,0.289,0.072,0.237,0.378,0.23,0.111,0.07
124,41168,0.054,0.003,0.184,0.618,0.228,0.078,0.205,0.519,0.198,0.124,0.077
124,41568,0.049,0.004,0.137,0.34,0.311,0.081,0.17,0.315,0.218,0.086,0.068
124,41968,0.047,0.003,0.12,0.4,0.327,0.124,0.166,0.388,0.296,0.097,0.087
125,384,0.052,0.004,0.158,0.442,0.288,0.078,0.175,0.297,0.235,0.112,0.074
125,784,0.053,0.003,0.17,0.326,0.27,0.076,0.188,0.442,0.21,0.116,0.047
125,1184,0.048,0.003,0.179,0.616,0.281,0.078,0.202,0.35,0.205,0.131,0.082
125,1584,0.053,0.003,0.171,0.532,0.253,0.081,0.179,0.406,0.223,0.12,0.055
125,1984,0.05,0.003,0.171,0.519,0.322,0.096,0.178,0.394,0.257,0.1,0.062
125,2384,0.047,0.003,0.138,0.399,0.319,0.104,0.174,0.301,0.263,0.113,0.073
125,2784,0.058,0.003,0.147,0.466,0.31,0.106,0.184,0.418,0.262,0.069,0.078
125,3184,0.052,0.003,0.164,0.352,0.275,0.085,0.174,0.342,0.236,0.074,0.054
125,3584,0.053,0.003,0.159,0.535,0.268,0.078,0.222,0.385,0.215,0.087,0.104
125,3984,0.049,0.003,0.147,0.382,0.276,0.076,0.192,0.338,0.233,0.091,0.075
125,4384,0.049,0.003,0.172,0.483,0.242,0.072,0.221,0.387,0.207,0.135,0.106
125,4784,0.053,0.003,0.169,0.385,0.284,0.091,0.203,0.351,0.238,0.098,0.086
125,5184,0.049,0.003,0.188,0.545,0.264,0.074,0.212,0.434,0.224,0.095,0.119
125,5584,0.053,0.003,0.214,0.438,0.224,0.071,0.195,0.314,0.211,0.091,0.112
125,5984,0.053,0.004,0.193,0.493,0.247,0.07,0.187,0.39,0.202,0.118,0.194
125,6384,0.049,0.003,0.156,0.421,0.265,0.076,0.198,0.392,0.229,0.13,0.168
125,6784,0.049,0.003,0.156,0.482,0.221,0.059,0.176,0.371,0.189,0.122,0.173
125,7184,0.053,0.003,0.162,0.359,0.327,0.098,0.2,0.337,0.257,0.091,0.078
125,7584,0.047,0.003,0.169,0.549,0.334,0.096,0.175,0.397,0.267,0.109,0.095
125,7984,0.048,0.004,0.163,0.419,0.281,0.074,0.21,0.432,0.217,0.138,0.08
125,8384,0.054,0.004,0.162,0.56,0.246,0.068,0.196,0.318,0.197,0.121,0.079
125,8784,0.048,0.004,0.169,0.345,0.275,0.08,0.222,0.436,0.222,0.134,0.071
125,9184,0.047,0.003,0.146,0.647,0.272,0.084,0.167,0.425,0.243,0.156,0.052
125,9584,0.055,0.004,0.139,0.45,0.298,0.087,0.185,0.442,0.244,0.139,0.076
125,9984,0.05,0.003,0.134,0.557,0.259,0.076,0.133,0.428,0.227,0.153,0.104
125,10384,0.054,0.003,0.165,0.377,0.288,0.081,0.225,0.377,0.218,0.101,0.086
125,10784,0.046,0.003,0.149,0.48,0.235,0.075,0.193,0.39,0.196,0.09,0.093
125,11184,0.048,0.003,0.2,0.461,0.28,0.083,0.205,0.378,0.236,0.085,0.081
125,11584,0.052,0.003,0.156,0.342,0.301,0.092,0.179,0.418,0.244,0.084,0.086
125,11984,0.05,0.004,0.15,0.609,0.263,0.074,0.172,0.37,0.222,0.119,0.095
125,12384,0.048,0.003,0.176,0.363,0.299,0.085,0.228,0.396,0.246,0.135,0.167
125,12784,0.052,0.004,0.173,0.392,0.238,0.065,0.177,0.387,0.201,0.109,0.105
125,13184,0.049,0.003,0.183,0.362,0.299,0.09,0.207,0.415,0.252,0.112,0.113
125,13584,0.047,0.004,0.184,0.398,0.323,0.097,0.186,0.291,0.263,0.113,0.087
125,13984,0.052,0.005,0.211,0.376,0.277,0.077,0.212,0.442,0.212,0.105,0.109
125,14384,0.049,0.003,0.189,0.519,0.249,0.073,0.191,0.383,0.22,0.105,0.107
125,14784,0.049,0.003,0.157,0.483,0.301,0.08,0.181,0.391,0.226,0.135,0.171
125,15184,0.058,0.003,0.194,0.434,0.301,0.073,0.225,0.388,0.22,0.135,0.1
125,15584,0.053,0.003,0.148,0.461,0.288,0.083,0.22,0.422,0.231,0.101,0.082
125,15984,0.053,0.004,0.164,0.399,0.267,0.075,0.191,0.369,0.204,0.161,0.149
125,16384,0.048,0.004,0.135,0.642,0.34,0.095,0.177,0.482,0.255,0.127,0.135
125,16784,0.052,0.003,0.195,0.407,0.315,0.085,0.232,0.33,0.24,0.127,0.135
125,17184,0.054,0.004,0.158,0.484,0.307,0.073,0.211,0.501,0.222,0.124,0.128
125,17584,0.047,0.004,0.183,0.358,0.386,0.104,0.189,0.301,0.28,0.122,0.159
125,17984,0.047,0.003,0.178,0.497,0.314,0.085,0.205,0.372,0.242,0.114,0.117
125,18384,0.053,0.003,0.214,0.319,0.295,0.075,0.215,0.302,0.21,0.12,0.144
125,18784,0.051,0.003,0.152,0.556,0.339,0.094,0.173,0.455,0.267,0.098,0.169
125,19184,0.049,0.004,0.146,0.461,0.323,0.084,0.202,0.349,0.242,0.136,0.186
125,19584,0.053,0.003,0.178,0.601,0.34,0.101,0.186,0.431,0.287,0.122,0.144
125,19984,0.05,0.005,0.205,0.322,0.257,0.093,0.219,0.331,0.241,0.11,0.089
125,20384,0.053,0.003,0.135,0.515,0.243,0.069,0.173,0.448,0.208,0.11,0.082
125,20784,0.058,0.003,0.149,0.403,0.251,0.082,0.187,0.39,0.226,0.09,0.066
125,21184,0.049,0.004,0.161,0.587,0.248,0.069,0.225,0.389,0.223,0.165,0.124
125,21584,0.049,0.003,0.153,0.394,0.294,0.103,0.181,0.389,0.283,0.104,0.09
125,21984,0.054,0.003,0.173,0.464,0.194,0.066,0.171,0.4,0.183,0.132,0.181
125,22384,0.047,0.003,0.137,0.551,0.31,0.103,0.192,0.409,0.258,0.104,0.112
125,22784,0.057,0.003,0.146,0.412,0.275,0.074,0.182,0.309,0.223,0.126,0.135
125,23184,0.049,0.003,0.197,0.485,0.246,0.069,0.224,0.4,0.213,0.154,0.184
125,23584,0.048,0.003,0.144,0.493,0.27,0.081,0.166,0.443,0.255,0.117,0.105
125,23984,0.052,0.003,0.1,0.615,0.308,0.088,0.159,0.347,0.241,0.156,0.192
125,24384,0.048,0.003,0.15,0.347,0.292,0.082,0.189,0.366,0.244,0.122,0.127
125,24784,0.049,0.005,0.178,0.444,0.265,0.069,0.238,0.299,0.224,0.103,0.077
125,25184,0.056,0.003,0.142,0.537,0.306,0.077,0.165,0.408,0.223,0.163,0.089
125,25584,0.048,0.003,0.161,0.432,0.313,0.091,0.182,0.343,0.249,0.134,0.084
125,25984,0.053,0.003,0.144,0.565,0.312,0.086,0.186,0.504,0.232,0.111,0.125
125,26384,0.052,0.004,0.108,0.422,0.268,0.074,0.158,0.371,0.224,0.083,0.075
125,26784,0.047,0.004,0.167,0.486,0.323,0.088,0.17,0.448,0.244,0.116,0.098
125,27184,0.048,0.004,0.152,0.459,0.313,0.088,0.185,0.376,0.24,0.156,0.105
125,27584,0.057,0.003,0.155,0.417,0.247,0.075,0.171,0.36,0.204,0.079,0.05
