epoch,iters,time,data_time,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B,G_Lc
192,2256,0.065,0.003,0.135,0.596,0.332,0.105,0.164,0.435,0.282,0.137,0.114
192,2656,0.062,0.003,0.14,0.504,0.255,0.066,0.192,0.447,0.193,0.093,0.117
192,3056,0.065,0.004,0.166,0.456,0.306,0.078,0.191,0.398,0.235,0.098,0.103
192,3456,0.059,0.003,0.159,0.486,0.297,0.096,0.206,0.372,0.283,0.085,0.069
192,3856,0.064,0.005,0.162,0.481,0.345,0.085,0.211,0.397,0.257,0.154,0.162
192,4256,0.059,0.003,0.142,0.475,0.291,0.071,0.173,0.409,0.21,0.132,0.131
192,4656,0.063,0.004,0.171,0.489,0.253,0.073,0.182,0.356,0.234,0.13,0.136
192,5056,0.061,0.003,0.123,0.472,0.276,0.072,0.192,0.415,0.233,0.139,0.114
192,5456,0.064,0.004,0.149,0.433,0.235,0.058,0.173,0.404,0.193,0.145,0.142
192,5856,0.056,0.003,0.147,0.581,0.208,0.053,0.173,0.409,0.173,0.155,0.112
192,6256,0.069,0.003,0.18,0.506,0.231,0.056,0.212,0.41,0.173,0.163,0.15
192,6656,0.063,0.004,0.201,0.466,0.238,0.07,0.208,0.426,0.197,0.077,0.069
192,7056,0.064,0.003,0.134,0.48,0.352,0.094,0.2,0.458,0.259,0.108,0.101
192,7456,0.061,0.004,0.162,0.504,0.323,0.093,0.221,0.454,0.265,0.081,0.072
192,7856,0.06,0.003,0.18,0.525,0.283,0.06,0.213,0.401,0.211,0.167,0.129
192,8256,0.059,0.003,0.191,0.542,0.265,0.072,0.188,0.399,0.2,0.108,0.099
192,8656,0.063,0.003,0.153,0.438,0.294,0.073,0.173,0.403,0.23,0.125,0.106
192,9056,0.057,0.003,0.162,0.486,0.319,0.094,0.206,0.459,0.264,0.091,0.08
192,9456,0.065,0.004,0.2,0.553,0.288,0.07,0.221,0.411,0.231,0.134,0.102
192,9856,0.057,0.004,0.172,0.511,0.3,0.072,0.209,0.354,0.24,0.15,0.126
192,10256,0.069,0.003,0.17,0.43,0.304,0.082,0.205,0.357,0.24,0.094,0.102
192,10656,0.059,0.004,0.151,0.472,0.264,0.068,0.214,0.345,0.221,0.11,0.104
192,11056,0.068,0.003,0.176,0.513,0.29,0.065,0.154,0.452,0.203,0.141,0.147
192,11456,0.063,0.003,0.101,0.615,0.29,0.069,0.149,0.39,0.225,0.103,0.093
192,11856,0.065,0.004,0.098,0.473,0.278,0.069,0.143,0.428,0.2,0.119,0.135
192,12256,0.062,0.003,0.151,0.52,0.387,0.122,0.212,0.408,0.319,0.095,0.114
192,12656,0.065,0.003,0.094,0.609,0.273,0.078,0.154,0.399,0.209,0.116,0.129
192,13056,0.06,0.004,0.166,0.581,0.302,0.084,0.192,0.361,0.251,0.096,0.089
192,13456,0.066,0.003,0.159,0.51,0.31,0.079,0.209,0.398,0.243,0.129,0.113
192,13856,0.059,0.003,0.157,0.514,0.322,0.092,0.177,0.427,0.266,0.108,0.107
192,14256,0.065,0.004,0.127,0.531,0.303,0.09,0.185,0.429,0.259,0.077,0.109
192,14656,0.057,0.003,0.171,0.558,0.327,0.091,0.216,0.421,0.246,0.137,0.112
192,15056,0.065,0.003,0.158,0.477,0.318,0.087,0.213,0.389,0.248,0.088,0.081
192,15456,0.058,0.003,0.124,0.615,0.308,0.079,0.177,0.39,0.26,0.113,0.111
192,15856,0.065,0.003,0.203,0.567,0.26,0.062,0.184,0.401,0.201,0.179,0.122
192,16256,0.06,0.005,0.133,0.519,0.262,0.064,0.153,0.389,0.219,0.111,0.126
192,16656,0.066,0.004,0.161,0.503,0.253,0.064,0.209,0.403,0.213,0.082,0.088
192,17056,0.058,0.003,0.125,0.534,0.232,0.058,0.176,0.43,0.172,0.111,0.122
192,17456,0.069,0.004,0.131,0.464,0.236,0.054,0.188,0.377,0.18,0.108,0.128
192,17856,0.062,0.003,0.161,0.456,0.245,0.054,0.186,0.406,0.197,0.14,0.147
192,18256,0.057,0.004,0.196,0.505,0.339,0.088,0.194,0.382,0.265,0.101,0.097
192,18656,0.063,0.004,0.158,0.498,0.352,0.091,0.178,0.422,0.265,0.104,0.108
192,19056,0.063,0.003,0.136,0.475,0.318,0.087,0.194,0.437,0.253,0.122,0.111
192,19456,0.06,0.004,0.193,0.413,0.288,0.071,0.223,0.395,0.235,0.15,0.151
192,19856,0.065,0.004,0.172,0.456,0.246,0.059,0.214,0.37,0.182,0.12,0.082
192,20256,0.06,0.003,0.14,0.464,0.301,0.078,0.184,0.357,0.235,0.148,0.189
192,20656,0.063,0.003,0.141,0.64,0.301,0.072,0.16,0.435,0.236,0.139,0.122
192,21056,0.058,0.003,0.159,0.452,0.32,0.08,0.159,0.416,0.233,0.102,0.117
192,21456,0.067,0.004,0.137,0.461,0.254,0.07,0.172,0.427,0.206,0.105,0.102
192,21856,0.058,0.003,0.186,0.481,0.324,0.076,0.22,0.406,0.228,0.116,0.12
192,22256,0.065,0.004,0.179,0.381,0.275,0.073,0.2,0.397,0.205,0.143,0.172
192,22656,0.062,0.003,0.11,0.516,0.216,0.051,0.162,0.426,0.178,0.151,0.148
192,23056,0.069,0.005,0.183,0.485,0.312,0.077,0.234,0.38,0.256,0.116,0.135
192,23456,0.058,0.004,0.159,0.49,0.303,0.084,0.218,0.364,0.246,0.084,0.091
192,23856,0.064,0.005,0.164,0.425,0.263,0.071,0.187,0.453,0.213,0.146,0.186
192,24256,0.059,0.004,0.188,0.411,0.298,0.077,0.189,0.379,0.237,0.125,0.106
192,24656,0.064,0.004,0.179,0.487,0.35,0.091,0.203,0.343,0.273,0.08,0.069
192,25056,0.058,0.004,0.188,0.503,0.276,0.067,0.225,0.385,0.222,0.142,0.121
192,25456,0.064,0.003,0.108,0.498,0.342,0.1,0.131,0.343,0.278,0.121,0.153
192,25856,0.058,0.004,0.172,0.462,0.235,0.073,0.209,0.42,0.195,0.138,0.155
192,26256,0.069,0.004,0.142,0.435,0.31,0.089,0.211,0.39,0.269,0.075,0.07
192,26656,0.057,0.003,0.164,0.457,0.251,0.063,0.191,0.411,0.211,0.124,0.084
192,27056,0.069,0.003,0.154,0.503,0.312,0.088,0.179,0.342,0.26,0.1,0.073
192,27456,0.059,0.004,0.18,0.543,0.314,0.08,0.187,0.381,0.239,0.123,0.109
192,27856,0.064,0.003,0.185,0.466,0.294,0.075,0.217,0.389,0.214,0.122,0.13
192,28256,0.062,0.003,0.149,0.524,0.284,0.073,0.171,0.407,0.223,0.125,0.067
192,28656,0.065,0.003,0.178,0.457,0.309,0.086,0.186,0.369,0.256,0.127,0.12
192,29056,0.058,0.003,0.161,0.399,0.299,0.079,0.217,0.381,0.244,0.113,0.137
192,29456,0.067,0.003,0.145,0.548,0.224,0.052,0.163,0.406,0.164,0.148,0.13
192,29856,0.057,0.003,0.174,0.583,0.317,0.085,0.199,0.381,0.246,0.11,0.082
192,30256,0.06,0.003,0.139,0.523,0.323,0.086,0.161,0.388,0.269,0.101,0.057
192,30656,0.059,0.003,0.159,0.482,0.271,0.075,0.187,0.4,0.22,0.083,0.067
192,31056,0.065,0.004,0.149,0.488,0.318,0.085,0.189,0.395,0.249,0.095,0.065
192,31456,0.057,0.003,0.141,0.444,0.316,0.081,0.192,0.425,0.249,0.107,0.075
192,31856,0.063,0.003,0.13,0.516,0.283,0.075,0.178,0.462,0.219,0.118,0.089
192,32256,0.057,0.003,0.12,0.359,0.265,0.062,0.148,0.344,0.204,0.12,0.08
192,32656,0.067,0.004,0.172,0.43,0.339,0.084,0.181,0.359,0.276,0.118,0.101
192,33056,0.058,0.004,0.16,0.442,0.296,0.08,0.196,0.415,0.231,0.091,0.106
192,33456,0.065,0.004,0.158,0.501,0.293,0.079,0.18,0.412,0.255,0.089,0.066
192,33856,0.058,0.003,0.121,0.465,0.276,0.07,0.153,0.379,0.213,0.118,0.114
192,34256,0.068,0.003,0.129,0.467,0.24,0.066,0.159,0.429,0.206,0.084,0.07
192,34656,0.06,0.003,0.148,0.546,0.269,0.064,0.195,0.445,0.197,0.107,0.095
192,35056,0.065,0.003,0.177,0.486,0.313,0.085,0.19,0.42,0.242,0.13,0.107
192,35456,0.058,0.004,0.121,0.596,0.33,0.084,0.17,0.397,0.256,0.138,0.09
192,35856,0.066,0.004,0.147,0.578,0.311,0.072,0.194,0.401,0.22,0.122,0.106
192,36256,0.062,0.003,0.117,0.551,0.271,0.063,0.138,0.443,0.201,0.112,0.085
192,36656,0.064,0.004,0.178,0.429,0.283,0.066,0.192,0.441,0.215,0.109,0.114
192,37056,0.058,0.004,0.14,0.414,0.316,0.076,0.18,0.35,0.233,0.134,0.142
192,37456,0.063,0.004,0.145,0.585,0.299,0.066,0.179,0.44,0.207,0.133,0.141
192,37856,0.058,0.004,0.155,0.599,0.269,0.069,0.166,0.476,0.212,0.173,0.098
192,38256,0.066,0.004,0.138,0.476,0.332,0.076,0.188,0.445,0.253,0.125,0.103
192,38656,0.059,0.003,0.148,0.458,0.283,0.086,0.175,0.419,0.238,0.086,0.109
192,39056,0.064,0.004,0.138,0.455,0.302,0.079,0.153,0.376,0.23,0.089,0.078
192,39456,0.057,0.005,0.163,0.57,0.326,0.077,0.182,0.373,0.253,0.124,0.119
192,39856,0.068,0.004,0.189,0.478,0.271,0.063,0.19,0.42,0.216,0.161,0.125
192,40256,0.063,0.003,0.16,0.495,0.331,0.085,0.168,0.387,0.247,0.114,0.137
192,40656,0.062,0.004,0.174,0.481,0.252,0.067,0.198,0.446,0.186,0.149,0.161
192,41056,0.064,0.004,0.148,0.468,0.283,0.069,0.17,0.411,0.216,0.134,0.13
192,41456,0.062,0.003,0.169,0.444,0.297,0.083,0.164,0.415,0.236,0.093,0.074
192,41856,0.057,0.004,0.147,0.529,0.307,0.076,0.203,0.456,0.222,0.092,0.086
193,272,0.066,0.004,0.183,0.477,0.246,0.064,0.212,0.444,0.189,0.123,0.12
193,672,0.058,0.002,0.188,0.452,0.306,0.086,0.209,0.38,0.261,0.089,0.107
193,1072,0.065,0.003,0.139,0.531,0.273,0.061,0.173,0.465,0.199,0.16,0.182
193,1472,0.058,0.003,0.177,0.474,0.306,0.072,0.202,0.395,0.232,0.135,0.167
193,1872,0.066,0.003,0.141,0.537,0.297,0.074,0.205,0.424,0.225,0.114,0.101
193,2272,0.064,0.003,0.13,0.442,0.259,0.084,0.184,0.393,0.235,0.095,0.091
193,2672,0.063,0.003,0.161,0.454,0.302,0.071,0.189,0.39,0.217,0.127,0.11
193,3072,0.059,0.003,0.192,0.538,0.282,0.058,0.242,0.425,0.197,0.14,0.073
193,3472,0.064,0.003,0.169,0.516,0.328,0.086,0.201,0.431,0.247,0.093,0.093
193,3872,0.058,0.003,0.122,0.376,0.294,0.071,0.155,0.384,0.223,0.081,0.094
193,4272,0.064,0.003,0.125,0.583,0.322,0.079,0.166,0.378,0.24,0.115,0.089
193,4672,0.058,0.003,0.128,0.505,0.269,0.061,0.179,0.435,0.184,0.136,0.17
193,5072,0.064,0.003,0.182,0.47,0.255,0.073,0.23,0.395,0.206,0.061,0.065
193,5472,0.059,0.003,0.111,0.48,0.291,0.071,0.165,0.413,0.242,0.104,0.093
193,5872,0.066,0.003,0.155,0.463,0.402,0.106,0.176,0.417,0.278,0.11,0.137
193,6272,0.062,0.003,0.156,0.558,0.269,0.069,0.197,0.401,0.199,0.108,0.085
193,6672,0.064,0.003,0.169,0.522,0.275,0.072,0.196,0.37,0.227,0.11,0.104
193,7072,0.058,0.003,0.127,0.496,0.284,0.069,0.167,0.39,0.211,0.152,0.178
193,7472,0.063,0.003,0.204,0.432,0.251,0.071,0.18,0.429,0.21,0.104,0.135
193,7872,0.057,0.003,0.155,0.493,0.302,0.079,0.219,0.403,0.241,0.111,0.097
193,8272,0.064,0.003,0.133,0.476,0.326,0.078,0.165,0.429,0.229,0.097,0.087
193,8672,0.059,0.004,0.149,0.488,0.293,0.081,0.185,0.412,0.256,0.104,0.064
193,9072,0.065,0.003,0.115,0.555,0.269,0.069,0.151,0.377,0.216,0.142,0.104
193,9472,0.063,0.004,0.144,0.468,0.309,0.094,0.177,0.428,0.254,0.071,0.122
193,9872,0.066,0.003,0.148,0.466,0.313,0.079,0.185,0.437,0.229,0.115,0.097
193,10272,0.058,0.004,0.134,0.525,0.342,0.084,0.164,0.425,0.257,0.135,0.129
193,10672,0.063,0.003,0.148,0.519,0.268,0.066,0.152,0.423,0.207,0.097,0.098
193,11072,0.058,0.003,0.132,0.486,0.252,0.081,0.176,0.383,0.224,0.116,0.145
193,11472,0.066,0.004,0.121,0.496,0.243,0.059,0.15,0.405,0.187,0.147,0.149
193,11872,0.063,0.003,0.161,0.505,0.302,0.079,0.168,0.422,0.238,0.092,0.067
193,12272,0.063,0.003,0.104,0.598,0.249,0.055,0.151,0.459,0.196,0.141,0.121
193,12672,0.059,0.004,0.169,0.481,0.31,0.076,0.233,0.431,0.238,0.106,0.081
193,13072,0.065,0.003,0.176,0.438,0.212,0.058,0.217,0.393,0.16,0.143,0.198
193,13472,0.059,0.003,0.116,0.463,0.281,0.067,0.17,0.367,0.209,0.129,0.127
193,13872,0.063,0.003,0.169,0.484,0.288,0.069,0.174,0.433,0.205,0.102,0.099
193,14272,0.058,0.003,0.144,0.398,0.332,0.082,0.167,0.433,0.239,0.087,0.09
193,14672,0.065,0.003,0.209,0.538,0.326,0.088,0.266,0.452,0.262,0.13,0.13
193,15072,0.058,0.004,0.118,0.546,0.311,0.078,0.156,0.444,0.246,0.133,0.089
193,15472,0.064,0.003,0.141,0.484,0.343,0.076,0.195,0.444,0.239,0.116,0.113
193,15872,0.057,0.004,0.127,0.621,0.316,0.093,0.138,0.426,0.263,0.169,0.134
193,16272,0.058,0.003,0.12,0.472,0.309,0.081,0.158,0.398,0.237,0.078,0.107
193,16672,0.058,0.003,0.143,0.475,0.365,0.098,0.167,0.417,0.274,0.117,0.117
193,17072,0.063,0.003,0.129,0.506,0.357,0.1,0.177,0.425,0.274,0.131,0.161
193,17472,0.058,0.003,0.118,0.609,0.212,0.061,0.186,0.459,0.18,0.122,0.083
193,17872,0.07,0.003,0.138,0.553,0.279,0.074,0.174,0.429,0.228,0.085,0.066
193,18272,0.057,0.003,0.183,0.522,0.262,0.058,0.218,0.447,0.183,0.168,0.152
193,18672,0.063,0.003,0.164,0.508,0.297,0.07,0.187,0.471,0.212,0.133,0.118
193,19072,0.057,0.003,0.193,0.429,0.305,0.074,0.217,0.404,0.223,0.085,0.08
193,19472,0.065,0.004,0.187,0.605,0.252,0.059,0.222,0.4,0.204,0.131,0.107
193,19872,0.058,0.003,0.149,0.544,0.306,0.067,0.173,0.404,0.221,0.129,0.175
193,20272,0.068,0.003,0.181,0.461,0.317,0.075,0.212,0.44,0.249,0.11,0.098
193,20672,0.062,0.003,0.199,0.4,0.235,0.055,0.231,0.397,0.174,0.13,0.151
193,21072,0.069,0.003,0.159,0.62,0.244,0.056,0.183,0.461,0.174,0.199,0.171
193,21472,0.058,0.004,0.128,0.535,0.321,0.084,0.157,0.425,0.257,0.132,0.105
193,21872,0.063,0.005,0.125,0.406,0.338,0.081,0.13,0.406,0.237,0.152,0.167
193,22272,0.059,0.004,0.145,0.563,0.232,0.052,0.17,0.426,0.189,0.158,0.1
193,22672,0.064,0.003,0.163,0.671,0.294,0.084,0.2,0.417,0.247,0.101,0.077
193,23072,0.058,0.003,0.12,0.487,0.299,0.078,0.18,0.385,0.259,0.099,0.077
193,23472,0.064,0.004,0.156,0.468,0.303,0.07,0.204,0.426,0.212,0.146,0.217
193,23872,0.059,0.005,0.148,0.425,0.245,0.062,0.162,0.427,0.197,0.088,0.102
193,24272,0.066,0.003,0.172,0.551,0.281,0.068,0.209,0.417,0.208,0.125,0.122
193,24672,0.058,0.003,0.169,0.448,0.331,0.081,0.208,0.403,0.245,0.119,0.145
193,25072,0.066,0.003,0.129,0.532,0.262,0.067,0.19,0.382,0.215,0.132,0.098
193,25472,0.058,0.004,0.214,0.459,0.338,0.08,0.208,0.401,0.27,0.097,0.065
193,25872,0.066,0.003,0.174,0.536,0.351,0.086,0.226,0.414,0.257,0.117,0.086
193,26272,0.057,0.003,0.097,0.555,0.293,0.08,0.138,0.432,0.239,0.089,0.07
193,26672,0.07,0.005,0.157,0.479,0.299,0.068,0.175,0.428,0.218,0.143,0.106
193,27072,0.057,0.004,0.176,0.451,0.3,0.072,0.218,0.393,0.228,0.128,0.111
193,27472,0.064,0.005,0.172,0.473,0.327,0.085,0.202,0.415,0.257,0.068,0.056
193,27872,0.059,0.004,0.11,0.507,0.304,0.075,0.172,0.424,0.226,0.107,0.127
193,28272,0.064,0.003,0.14,0.45,0.288,0.08,0.157,0.438,0.235,0.103,0.081
193,28672,0.058,0.004,0.172,0.484,0.31,0.082,0.196,0.434,0.242,0.128,0.091
193,29072,0.064,0.003,0.171,0.454,0.239,0.069,0.189,0.423,0.209,0.115,0.073
193,29472,0.059,0.003,0.16,0.496,0.266,0.07,0.192,0.376,0.223,0.093,0.077
193,29872,0.066,0.005,0.123,0.541,0.257,0.065,0.171,0.433,0.209,0.151,0.129
193,30272,0.059,0.003,0.125,0.625,0.262,0.064,0.165,0.392,0.203,0.177,0.152
193,30672,0.063,0.003,0.143,0.521,0.249,0.056,0.178,0.36,0.198,0.17,0.166
193,31072,0.057,0.004,0.128,0.441,0.301,0.07,0.154,0.396,0.22,0.107,0.119
193,31472,0.065,0.004,0.163,0.528,0.298,0.08,0.19,0.379,0.239,0.131,0.13
193,31872,0.059,0.003,0.184,0.448,0.267,0.077,0.175,0.4,0.218,0.079,0.054
193,32272,0.066,0.003,0.191,0.549,0.27,0.072,0.216,0.409,0.221,0.128,0.094
193,32672,0.058,0.003,0.158,0.492,0.332,0.08,0.184,0.414,0.254,0.136,0.118
193,33072,0.064,0.005,0.164,0.413,0.246,0.054,0.213,0.394,0.19,0.144,0.127
193,33472,0.059,0.003,0.177,0.556,0.302,0.075,0.171,0.441,0.253,0.119,0.065
193,33872,0.065,0.003,0.11,0.555,0.311,0.079,0.155,0.384,0.27,0.109,0.108
193,34272,0.058,0.004,0.143,0.6,0.293,0.07,0.176,0.415,0.226,0.079,0.094
193,34672,0.065,0.003,0.188,0.532,0.299,0.068,0.2,0.392,0.233,0.169,0.169
193,35072,0.057,0.003,0.172,0.439,0.39,0.11,0.179,0.42,0.303,0.08,0.073
193,35472,0.064,0.003,0.158,0.373,0.304,0.077,0.173,0.386,0.24,0.108,0.12
193,35872,0.06,0.004,0.177,0.454,0.262,0.075,0.205,0.419,0.209,0.082,0.09
193,36272,0.069,0.004,0.213,0.509,0.249,0.064,0.226,0.436,0.207,0.081,0.063
193,36672,0.059,0.004,0.148,0.511,0.259,0.056,0.155,0.384,0.177,0.139,0.129
193,37072,0.063,0.003,0.114,0.492,0.294,0.073,0.154,0.392,0.21,0.133,0.118
193,37472,0.06,0.003,0.159,0.574,0.31,0.08,0.19,0.42,0.238,0.117,0.102
193,37872,0.066,0.003,0.138,0.554,0.306,0.076,0.19,0.396,0.224,0.109,0.082
193,38272,0.058,0.004,0.172,0.521,0.341,0.091,0.202,0.326,0.265,0.09,0.086
193,38672,0.064,0.004,0.164,0.482,0.337,0.082,0.187,0.375,0.251,0.135,0.083
193,39072,0.059,0.003,0.131,0.499,0.334,0.082,0.166,0.404,0.25,0.11,0.106
193,39472,0.066,0.003,0.175,0.519,0.32,0.078,0.213,0.439,0.254,0.115,0.102
193,39872,0.063,0.003,0.151,0.491,0.28,0.071,0.186,0.441,0.227,0.104,0.079
193,40272,0.066,0.004,0.15,0.551,0.205,0.056,0.182,0.422,0.161,0.123,0.066
193,40672,0.057,0.003,0.135,0.604,0.318,0.082,0.176,0.391,0.273,0.1,0.053
193,41072,0.066,0.004,0.156,0.502,0.277,0.061,0.192,0.428,0.201,0.118,0.067
193,41472,0.059,0.004,0.148,0.498,0.314,0.097,0.144,0.392,0.25,0.096,0.075
193,41872,0.065,0.003,0.146,0.629,0.317,0.079,0.188,0.434,0.241,0.124,0.072
194,288,0.059,0.003,0.151,0.534,0.255,0.067,0.179,0.402,0.211,0.107,0.089
194,688,0.061,0.004,0.15,0.497,0.237,0.065,0.181,0.438,0.175,0.128,0.1
194,1088,0.066,0.003,0.183,0.642,0.278,0.067,0.201,0.434,0.205,0.152,0.106
194,1488,0.068,0.003,0.142,0.51,0.33,0.088,0.154,0.42,0.25,0.079,0.07
194,1888,0.06,0.003,0.145,0.538,0.305,0.071,0.188,0.439,0.224,0.156,0.108
194,2288,0.065,0.003,0.146,0.499,0.259,0.076,0.205,0.448,0.232,0.085,0.062
194,2688,0.058,0.003,0.176,0.504,0.301,0.069,0.179,0.435,0.226,0.138,0.101
194,3088,0.064,0.003,0.169,0.56,0.233,0.063,0.216,0.388,0.218,0.117,0.073
194,3488,0.058,0.003,0.132,0.569,0.255,0.06,0.19,0.405,0.201,0.178,0.114
194,3888,0.064,0.003,0.153,0.554,0.259,0.063,0.183,0.444,0.195,0.118,0.079
194,4288,0.058,0.004,0.172,0.516,0.274,0.06,0.243,0.431,0.201,0.105,0.112
194,4688,0.064,0.003,0.13,0.577,0.334,0.093,0.163,0.434,0.271,0.089,0.056
194,5088,0.059,0.003,0.124,0.525,0.288,0.066,0.144,0.382,0.218,0.12,0.101
194,5488,0.067,0.003,0.146,0.552,0.244,0.071,0.185,0.414,0.198,0.123,0.107
194,5888,0.062,0.003,0.182,0.502,0.25,0.066,0.182,0.456,0.193,0.127,0.092
194,6288,0.063,0.005,0.126,0.548,0.262,0.06,0.179,0.391,0.205,0.144,0.131
194,6688,0.057,0.004,0.14,0.463,0.297,0.072,0.168,0.376,0.218,0.146,0.123
194,7088,0.065,0.003,0.146,0.48,0.304,0.078,0.187,0.443,0.241,0.089,0.085
194,7488,0.058,0.003,0.099,0.471,0.27,0.057,0.134,0.385,0.193,0.164,0.127
194,7888,0.068,0.004,0.16,0.464,0.311,0.103,0.193,0.408,0.255,0.079,0.113
194,8288,0.058,0.004,0.151,0.469,0.375,0.108,0.218,0.357,0.318,0.087,0.071
194,8688,0.068,0.003,0.148,0.517,0.269,0.062,0.195,0.46,0.194,0.13,0.134
194,9088,0.058,0.004,0.2,0.507,0.3,0.075,0.21,0.415,0.241,0.119,0.095
194,9488,0.064,0.003,0.173,0.587,0.304,0.073,0.224,0.434,0.227,0.126,0.121
194,9888,0.059,0.003,0.122,0.526,0.294,0.076,0.183,0.423,0.241,0.13,0.113
194,10288,0.064,0.003,0.173,0.482,0.333,0.082,0.212,0.382,0.259,0.117,0.122
194,10688,0.063,0.003,0.119,0.469,0.296,0.074,0.161,0.331,0.233,0.125,0.081
194,11088,0.066,0.003,0.172,0.529,0.295,0.079,0.203,0.446,0.236,0.163,0.102
194,11488,0.057,0.003,0.155,0.501,0.262,0.065,0.169,0.406,0.233,0.124,0.094
194,11888,0.069,0.004,0.14,0.429,0.298,0.083,0.205,0.393,0.237,0.073,0.085
194,12288,0.059,0.004,0.146,0.529,0.29,0.065,0.209,0.404,0.203,0.147,0.144
194,12688,0.063,0.005,0.151,0.503,0.27,0.076,0.186,0.441,0.218,0.091,0.087
194,13088,0.057,0.003,0.178,0.593,0.284,0.07,0.179,0.432,0.212,0.14,0.133
194,13488,0.064,0.003,0.138,0.461,0.329,0.083,0.202,0.382,0.258,0.101,0.101
194,13888,0.058,0.004,0.158,0.545,0.252,0.061,0.165,0.378,0.211,0.143,0.107
194,14288,0.07,0.003,0.154,0.499,0.275,0.069,0.201,0.415,0.209,0.113,0.091
194,14688,0.058,0.003,0.113,0.459,0.286,0.071,0.162,0.408,0.227,0.155,0.154
194,15088,0.064,0.004,0.186,0.487,0.317,0.077,0.213,0.398,0.235,0.114,0.105
194,15488,0.059,0.004,0.144,0.506,0.356,0.088,0.176,0.411,0.267,0.073,0.075
194,15888,0.066,0.003,0.164,0.421,0.307,0.087,0.22,0.372,0.264,0.097,0.083
194,16288,0.059,0.004,0.17,0.478,0.327,0.087,0.19,0.363,0.252,0.106,0.12
194,16688,0.065,0.004,0.136,0.541,0.3,0.078,0.188,0.422,0.236,0.113,0.153
194,17088,0.062,0.003,0.2,0.527,0.303,0.085,0.214,0.415,0.244,0.136,0.123
194,17488,0.064,0.003,0.135,0.436,0.336,0.078,0.185,0.401,0.237,0.12,0.102
194,17888,0.059,0.003,0.149,0.498,0.3,0.076,0.194,0.4,0.241,0.103,0.119
194,18288,0.069,0.003,0.157,0.514,0.267,0.068,0.202,0.384,0.229,0.118,0.1
194,18688,0.057,0.003,0.173,0.489,0.27,0.064,0.198,0.436,0.193,0.177,0.207
194,19088,0.066,0.004,0.157,0.501,0.268,0.061,0.19,0.405,0.203,0.151,0.139
194,19488,0.06,0.004,0.17,0.538,0.34,0.083,0.192,0.418,0.249,0.086,0.116
194,19888,0.065,0.004,0.121,0.497,0.304,0.082,0.183,0.386,0.222,0.101,0.108
194,20288,0.059,0.003,0.155,0.531,0.264,0.068,0.182,0.437,0.199,0.103,0.077
194,20688,0.065,0.003,0.126,0.524,0.252,0.066,0.162,0.427,0.195,0.165,0.145
194,21088,0.058,0.003,0.155,0.46,0.305,0.072,0.193,0.398,0.232,0.086,0.114
194,21488,0.065,0.003,0.135,0.414,0.348,0.085,0.171,0.384,0.252,0.119,0.134
194,21888,0.062,0.003,0.163,0.556,0.269,0.062,0.181,0.423,0.197,0.116,0.111
194,22288,0.064,0.003,0.2,0.571,0.296,0.082,0.221,0.372,0.265,0.064,0.067
194,22688,0.059,0.004,0.141,0.415,0.295,0.06,0.196,0.403,0.196,0.126,0.132
194,23088,0.066,0.003,0.113,0.453,0.236,0.057,0.156,0.4,0.193,0.128,0.112
194,23488,0.059,0.004,0.151,0.559,0.262,0.064,0.182,0.415,0.198,0.114,0.153
194,23888,0.066,0.004,0.147,0.512,0.326,0.084,0.201,0.423,0.256,0.134,0.156
194,24288,0.059,0.004,0.184,0.492,0.234,0.054,0.217,0.435,0.187,0.15,0.135
194,24688,0.069,0.004,0.194,0.46,0.293,0.074,0.219,0.381,0.236,0.099,0.1
194,25088,0.058,0.003,0.163,0.522,0.323,0.076,0.203,0.362,0.235,0.111,0.08
194,25488,0.065,0.003,0.178,0.5,0.3,0.073,0.226,0.381,0.229,0.116,0.14
194,25888,0.059,0.004,0.135,0.493,0.293,0.096,0.182,0.452,0.248,0.103,0.076
194,26288,0.064,0.003,0.189,0.453,0.282,0.066,0.214,0.346,0.205,0.135,0.128
194,26688,0.059,0.003,0.168,0.602,0.358,0.094,0.223,0.431,0.28,0.142,0.105
194,27088,0.064,0.004,0.141,0.517,0.309,0.074,0.165,0.403,0.229,0.135,0.156
194,27488,0.058,0.004,0.165,0.519,0.246,0.062,0.175,0.431,0.183,0.151,0.151
194,27888,0.065,0.003,0.184,0.442,0.362,0.104,0.177,0.357,0.277,0.095,0.089
194,28288,0.058,0.004,0.141,0.551,0.283,0.072,0.162,0.402,0.232,0.126,0.085
194,28688,0.065,0.003,0.149,0.567,0.285,0.074,0.208,0.414,0.211,0.123,0.137
194,29088,0.058,0.003,0.126,0.563,0.197,0.047,0.197,0.437,0.167,0.153,0.141
194,29488,0.07,0.004,0.173,0.441,0.264,0.067,0.195,0.442,0.206,0.075,0.076
194,29888,0.058,0.004,0.168,0.462,0.291,0.067,0.229,0.433,0.22,0.141,0.134
194,30288,0.065,0.004,0.157,0.471,0.305,0.075,0.206,0.379,0.239,0.106,0.101
194,30688,0.058,0.004,0.16,0.578,0.297,0.072,0.179,0.39,0.222,0.153,0.13
194,31088,0.064,0.003,0.142,0.427,0.329,0.086,0.166,0.384,0.248,0.123,0.114
194,31488,0.06,0.004,0.111,0.539,0.27,0.066,0.173,0.394,0.209,0.082,0.062
